,host,events,duration,implementation
0,athena,100000,0.024204730987548828,SYCL-acpp
0,athena,100000,0.024885892868041992,SYCL-acpp
0,athena,100000,0.024821996688842773,SYCL-acpp
0,athena,100000,0.02437591552734375,SYCL-acpp
0,athena,100000,0.024231672286987305,SYCL-acpp
0,athena,100000,0.024250030517578125,SYCL-acpp
0,athena,100000,0.024468421936035156,SYCL-acpp
0,athena,100000,0.024787425994873047,SYCL-acpp
0,athena,100000,0.025220394134521484,SYCL-acpp
0,athena,100000,0.02516484260559082,SYCL-acpp
0,athena,100000,0.024811744689941406,SYCL-acpp
0,athena,100000,0.025814294815063477,SYCL-acpp
0,athena,100000,0.024927139282226562,SYCL-acpp
0,athena,100000,0.024304866790771484,SYCL-acpp
0,athena,100000,0.024074316024780273,SYCL-acpp
0,athena,100000,0.024399757385253906,SYCL-acpp
0,athena,100000,0.025044918060302734,SYCL-acpp
0,athena,100000,0.024878978729248047,SYCL-acpp
0,athena,100000,0.024866104125976562,SYCL-acpp
0,athena,100000,0.02497100830078125,SYCL-acpp
0,athena,100000,0.024202823638916016,SYCL-acpp
0,athena,100000,0.024227619171142578,SYCL-acpp
0,athena,100000,0.024300575256347656,SYCL-acpp
0,athena,100000,0.024621248245239258,SYCL-acpp
0,athena,100000,0.024693965911865234,SYCL-acpp
0,athena,100000,0.024642229080200195,SYCL-acpp
0,athena,100000,0.02479410171508789,SYCL-acpp
0,athena,100000,0.024632692337036133,SYCL-acpp
0,athena,100000,0.024615764617919922,SYCL-acpp
0,athena,100000,0.024976015090942383,SYCL-acpp
0,athena,100000,0.024587154388427734,SYCL-acpp
0,athena,100000,0.024760723114013672,SYCL-acpp
0,athena,100000,0.02442479133605957,SYCL-acpp
0,athena,100000,0.024424314498901367,SYCL-acpp
0,athena,100000,0.024877548217773438,SYCL-acpp
0,athena,100000,0.024329185485839844,SYCL-acpp
0,athena,100000,0.025889873504638672,SYCL-acpp
0,athena,100000,0.024317026138305664,SYCL-acpp
0,athena,100000,0.024779558181762695,SYCL-acpp
0,athena,100000,0.025015830993652344,SYCL-acpp
0,athena,100000,0.024901151657104492,SYCL-acpp
0,athena,100000,0.02473163604736328,SYCL-acpp
0,athena,100000,0.02520585060119629,SYCL-acpp
0,athena,100000,0.025198698043823242,SYCL-acpp
0,athena,100000,0.02500605583190918,SYCL-acpp
0,athena,100000,0.02487802505493164,SYCL-acpp
0,athena,100000,0.024710655212402344,SYCL-acpp
0,athena,100000,0.024662494659423828,SYCL-acpp
0,athena,100000,0.0248563289642334,SYCL-acpp
0,athena,100000,0.024963855743408203,SYCL-acpp
