,host,events,duration,implementation
0,athena,10000000,0.14929580688476562,PyTorch
0,athena,10000000,0.11348915100097656,PyTorch
0,athena,10000000,0.09465694427490234,PyTorch
0,athena,10000000,0.09957408905029297,PyTorch
0,athena,10000000,0.08918046951293945,PyTorch
0,athena,10000000,0.09127020835876465,PyTorch
0,athena,10000000,0.0914773941040039,PyTorch
0,athena,10000000,0.09442448616027832,PyTorch
0,athena,10000000,0.09030389785766602,PyTorch
0,athena,10000000,0.09038662910461426,PyTorch
0,athena,10000000,0.09117531776428223,PyTorch
0,athena,10000000,0.09142947196960449,PyTorch
0,athena,10000000,0.09928512573242188,PyTorch
0,athena,10000000,0.10564708709716797,PyTorch
0,athena,10000000,0.08894538879394531,PyTorch
0,athena,10000000,0.10043072700500488,PyTorch
0,athena,10000000,0.08915543556213379,PyTorch
0,athena,10000000,0.09563469886779785,PyTorch
0,athena,10000000,0.09154129028320312,PyTorch
0,athena,10000000,0.09536123275756836,PyTorch
0,athena,10000000,0.09064507484436035,PyTorch
0,athena,10000000,0.0899205207824707,PyTorch
0,athena,10000000,0.08909082412719727,PyTorch
0,athena,10000000,0.09064841270446777,PyTorch
0,athena,10000000,0.08971619606018066,PyTorch
0,athena,10000000,0.08948302268981934,PyTorch
0,athena,10000000,0.0899350643157959,PyTorch
0,athena,10000000,0.09538602828979492,PyTorch
0,athena,10000000,0.11555027961730957,PyTorch
0,athena,10000000,0.1036074161529541,PyTorch
0,athena,10000000,0.0897977352142334,PyTorch
0,athena,10000000,0.09957051277160645,PyTorch
0,athena,10000000,0.17600536346435547,PyTorch
0,athena,10000000,0.09113764762878418,PyTorch
0,athena,10000000,0.09054827690124512,PyTorch
0,athena,10000000,0.08992934226989746,PyTorch
0,athena,10000000,0.08928608894348145,PyTorch
0,athena,10000000,0.0892941951751709,PyTorch
0,athena,10000000,0.09078454971313477,PyTorch
0,athena,10000000,0.09221529960632324,PyTorch
0,athena,10000000,0.09890389442443848,PyTorch
0,athena,10000000,0.09032344818115234,PyTorch
0,athena,10000000,0.08994746208190918,PyTorch
0,athena,10000000,0.09101986885070801,PyTorch
0,athena,10000000,0.09001946449279785,PyTorch
0,athena,10000000,0.09031558036804199,PyTorch
0,athena,10000000,0.09260773658752441,PyTorch
0,athena,10000000,0.08972501754760742,PyTorch
0,athena,10000000,0.09085869789123535,PyTorch
0,athena,10000000,0.12054562568664551,PyTorch
