,host,events,duration,implementation
0,athena,10000,0.01436471939086914,SYCL-dpcp
0,athena,10000,0.013614416122436523,SYCL-dpcp
0,athena,10000,0.0128631591796875,SYCL-dpcp
0,athena,10000,0.013252973556518555,SYCL-dpcp
0,athena,10000,0.012771844863891602,SYCL-dpcp
0,athena,10000,0.012698888778686523,SYCL-dpcp
0,athena,10000,0.012656450271606445,SYCL-dpcp
0,athena,10000,0.01270914077758789,SYCL-dpcp
0,athena,10000,0.012656927108764648,SYCL-dpcp
0,athena,10000,0.012537956237792969,SYCL-dpcp
0,athena,10000,0.012567281723022461,SYCL-dpcp
0,athena,10000,0.012637138366699219,SYCL-dpcp
0,athena,10000,0.012850284576416016,SYCL-dpcp
0,athena,10000,0.012826681137084961,SYCL-dpcp
0,athena,10000,0.01273965835571289,SYCL-dpcp
0,athena,10000,0.012912511825561523,SYCL-dpcp
0,athena,10000,0.012678384780883789,SYCL-dpcp
0,athena,10000,0.012667417526245117,SYCL-dpcp
0,athena,10000,0.012555599212646484,SYCL-dpcp
0,athena,10000,0.012552022933959961,SYCL-dpcp
0,athena,10000,0.01243138313293457,SYCL-dpcp
0,athena,10000,0.012421131134033203,SYCL-dpcp
0,athena,10000,0.012512683868408203,SYCL-dpcp
0,athena,10000,0.012343645095825195,SYCL-dpcp
0,athena,10000,0.012515783309936523,SYCL-dpcp
0,athena,10000,0.012382030487060547,SYCL-dpcp
0,athena,10000,0.012427091598510742,SYCL-dpcp
0,athena,10000,0.012445926666259766,SYCL-dpcp
0,athena,10000,0.012497663497924805,SYCL-dpcp
0,athena,10000,0.012377500534057617,SYCL-dpcp
0,athena,10000,0.012554645538330078,SYCL-dpcp
0,athena,10000,0.01233983039855957,SYCL-dpcp
0,athena,10000,0.012443304061889648,SYCL-dpcp
0,athena,10000,0.012532472610473633,SYCL-dpcp
0,athena,10000,0.012566089630126953,SYCL-dpcp
0,athena,10000,0.012453556060791016,SYCL-dpcp
0,athena,10000,0.012358427047729492,SYCL-dpcp
0,athena,10000,0.012518644332885742,SYCL-dpcp
0,athena,10000,0.01241612434387207,SYCL-dpcp
0,athena,10000,0.0124664306640625,SYCL-dpcp
0,athena,10000,0.012562274932861328,SYCL-dpcp
0,athena,10000,0.012456893920898438,SYCL-dpcp
0,athena,10000,0.012552738189697266,SYCL-dpcp
0,athena,10000,0.012334823608398438,SYCL-dpcp
0,athena,10000,0.012460470199584961,SYCL-dpcp
0,athena,10000,0.012610912322998047,SYCL-dpcp
0,athena,10000,0.01269221305847168,SYCL-dpcp
0,athena,10000,0.012643575668334961,SYCL-dpcp
0,athena,10000,0.012474298477172852,SYCL-dpcp
0,athena,10000,0.012569904327392578,SYCL-dpcp
