,host,events,duration,implementation
0,milan0,100000000,33.86619520187378,PyTorch
0,milan0,100000000,16.921072483062744,OpenMP
0,milan0,100000000,33.491986989974976,PyTorch
0,milan0,100000000,32.75708484649658,OpenMP
0,milan0,100000000,33.06908822059631,PyTorch
0,milan0,100000000,15.78360652923584,OpenMP
0,milan0,100000000,33.57652807235718,PyTorch
0,milan0,100000000,15.417207956314087,OpenMP
0,milan0,100000000,32.72662663459778,PyTorch
0,milan0,100000000,27.749324560165405,OpenMP
0,milan0,100000000,34.213600158691406,PyTorch
0,milan0,100000000,16.218902349472046,OpenMP
0,milan0,100000000,33.22286057472229,PyTorch
0,milan0,100000000,16.070432662963867,OpenMP
0,milan0,100000000,35.11456036567688,PyTorch
0,milan0,100000000,24.715258359909058,OpenMP
0,milan0,100000000,34.14246892929077,PyTorch
0,milan0,100000000,15.547144889831543,OpenMP
0,milan0,100000000,33.49871253967285,PyTorch
0,milan0,100000000,15.465751886367798,OpenMP
