,host,events,duration,implementation
0,milan0,100000000,32.88002943992615,PyTorch
0,milan0,100000000,17.405558109283447,OpenMP
0,milan0,100000000,33.31533074378967,PyTorch
0,milan0,100000000,17.336652994155884,OpenMP
0,milan0,100000000,33.46440029144287,PyTorch
0,milan0,100000000,17.482244729995728,OpenMP
0,milan0,100000000,33.13303899765015,PyTorch
0,milan0,100000000,17.349934816360474,OpenMP
0,milan0,100000000,33.173861503601074,PyTorch
0,milan0,100000000,17.59442949295044,OpenMP
0,milan0,100000000,32.22108292579651,PyTorch
0,milan0,100000000,17.4323947429657,OpenMP
0,milan0,100000000,33.45137691497803,PyTorch
0,milan0,100000000,17.524043321609497,OpenMP
0,milan0,100000000,33.433037757873535,PyTorch
0,milan0,100000000,17.61348557472229,OpenMP
0,milan0,100000000,32.851158142089844,PyTorch
0,milan0,100000000,17.4059956073761,OpenMP
0,milan0,100000000,33.677290201187134,PyTorch
0,milan0,100000000,17.44965124130249,OpenMP
