,host,events,duration,implementation
0,milan0,100000000,16.89059543609619,SYCL-dpcp
0,milan0,100000000,16.73350715637207,SYCL-dpcp
0,milan0,100000000,16.836029529571533,SYCL-dpcp
0,milan0,100000000,16.73506784439087,SYCL-dpcp
0,milan0,100000000,16.816834449768066,SYCL-dpcp
0,milan0,100000000,16.819643020629883,SYCL-dpcp
0,milan0,100000000,16.731338024139404,SYCL-dpcp
0,milan0,100000000,16.821346282958984,SYCL-dpcp
0,milan0,100000000,16.75551414489746,SYCL-dpcp
0,milan0,100000000,16.948370218276978,SYCL-dpcp
