,host,events,duration,implementation
0,faraday,1000000,0.4625880718231201,PyTorch
0,faraday,1000000,0.018276214599609375,PyTorch
0,faraday,1000000,0.02978825569152832,PyTorch
0,faraday,1000000,0.03238654136657715,PyTorch
0,faraday,1000000,0.022744178771972656,PyTorch
0,faraday,1000000,0.009371280670166016,PyTorch
0,faraday,1000000,0.005654811859130859,PyTorch
0,faraday,1000000,0.021863937377929688,PyTorch
0,faraday,1000000,0.007990121841430664,PyTorch
0,faraday,1000000,0.005712747573852539,PyTorch
0,faraday,1000000,0.005452156066894531,PyTorch
0,faraday,1000000,0.005605936050415039,PyTorch
0,faraday,1000000,0.007498264312744141,PyTorch
0,faraday,1000000,0.008335113525390625,PyTorch
0,faraday,1000000,0.02189469337463379,PyTorch
0,faraday,1000000,0.0079803466796875,PyTorch
0,faraday,1000000,0.008157968521118164,PyTorch
0,faraday,1000000,0.023143768310546875,PyTorch
0,faraday,1000000,0.009526491165161133,PyTorch
0,faraday,1000000,0.005873441696166992,PyTorch
0,faraday,1000000,0.008871793746948242,PyTorch
0,faraday,1000000,0.006203413009643555,PyTorch
0,faraday,1000000,0.006353139877319336,PyTorch
0,faraday,1000000,0.005635499954223633,PyTorch
0,faraday,1000000,0.006462574005126953,PyTorch
0,faraday,1000000,0.006542205810546875,PyTorch
0,faraday,1000000,0.005861997604370117,PyTorch
0,faraday,1000000,0.005855560302734375,PyTorch
0,faraday,1000000,0.006043672561645508,PyTorch
0,faraday,1000000,0.005953073501586914,PyTorch
0,faraday,1000000,0.006119966506958008,PyTorch
0,faraday,1000000,0.007461071014404297,PyTorch
0,faraday,1000000,0.008153676986694336,PyTorch
0,faraday,1000000,0.0065648555755615234,PyTorch
0,faraday,1000000,0.007502555847167969,PyTorch
0,faraday,1000000,0.0061876773834228516,PyTorch
0,faraday,1000000,0.006174325942993164,PyTorch
0,faraday,1000000,0.007877588272094727,PyTorch
0,faraday,1000000,0.006417036056518555,PyTorch
0,faraday,1000000,0.006330728530883789,PyTorch
0,faraday,1000000,0.006690263748168945,PyTorch
0,faraday,1000000,0.0060596466064453125,PyTorch
0,faraday,1000000,0.0059337615966796875,PyTorch
0,faraday,1000000,0.005598783493041992,PyTorch
0,faraday,1000000,0.005858182907104492,PyTorch
0,faraday,1000000,0.00615239143371582,PyTorch
0,faraday,1000000,0.005580902099609375,PyTorch
0,faraday,1000000,0.006360292434692383,PyTorch
0,faraday,1000000,0.0059642791748046875,PyTorch
0,faraday,1000000,0.0077512264251708984,PyTorch
