,host,events,duration,implementation
0,faraday,10000,0.038716793060302734,SYCL-dpcp
0,faraday,10000,0.011156558990478516,SYCL-dpcp
0,faraday,10000,0.010210990905761719,SYCL-dpcp
0,faraday,10000,0.009818315505981445,SYCL-dpcp
0,faraday,10000,0.009575605392456055,SYCL-dpcp
0,faraday,10000,0.009576797485351562,SYCL-dpcp
0,faraday,10000,0.009597063064575195,SYCL-dpcp
0,faraday,10000,0.009687185287475586,SYCL-dpcp
0,faraday,10000,0.009672880172729492,SYCL-dpcp
0,faraday,10000,0.00972294807434082,SYCL-dpcp
0,faraday,10000,0.009803056716918945,SYCL-dpcp
0,faraday,10000,0.009763479232788086,SYCL-dpcp
0,faraday,10000,0.00983738899230957,SYCL-dpcp
0,faraday,10000,0.009810447692871094,SYCL-dpcp
0,faraday,10000,0.009762048721313477,SYCL-dpcp
0,faraday,10000,0.010269403457641602,SYCL-dpcp
0,faraday,10000,0.009746074676513672,SYCL-dpcp
0,faraday,10000,0.009697437286376953,SYCL-dpcp
0,faraday,10000,0.009724855422973633,SYCL-dpcp
0,faraday,10000,0.009743928909301758,SYCL-dpcp
0,faraday,10000,0.009831666946411133,SYCL-dpcp
0,faraday,10000,0.009753942489624023,SYCL-dpcp
0,faraday,10000,0.009727716445922852,SYCL-dpcp
0,faraday,10000,0.011258125305175781,SYCL-dpcp
0,faraday,10000,0.009781599044799805,SYCL-dpcp
0,faraday,10000,0.009754180908203125,SYCL-dpcp
0,faraday,10000,0.009673118591308594,SYCL-dpcp
0,faraday,10000,0.009697198867797852,SYCL-dpcp
0,faraday,10000,0.00978541374206543,SYCL-dpcp
0,faraday,10000,0.009761571884155273,SYCL-dpcp
0,faraday,10000,0.009790658950805664,SYCL-dpcp
0,faraday,10000,0.009806156158447266,SYCL-dpcp
0,faraday,10000,0.00973200798034668,SYCL-dpcp
0,faraday,10000,0.009849786758422852,SYCL-dpcp
0,faraday,10000,0.01025080680847168,SYCL-dpcp
0,faraday,10000,0.009742975234985352,SYCL-dpcp
0,faraday,10000,0.009699106216430664,SYCL-dpcp
0,faraday,10000,0.009691238403320312,SYCL-dpcp
0,faraday,10000,0.00976872444152832,SYCL-dpcp
0,faraday,10000,0.009754657745361328,SYCL-dpcp
0,faraday,10000,0.009817123413085938,SYCL-dpcp
0,faraday,10000,0.00975346565246582,SYCL-dpcp
0,faraday,10000,0.009774923324584961,SYCL-dpcp
0,faraday,10000,0.009818315505981445,SYCL-dpcp
0,faraday,10000,0.009798049926757812,SYCL-dpcp
0,faraday,10000,0.009732723236083984,SYCL-dpcp
0,faraday,10000,0.009825468063354492,SYCL-dpcp
0,faraday,10000,0.009795665740966797,SYCL-dpcp
0,faraday,10000,0.009762763977050781,SYCL-dpcp
0,faraday,10000,0.009829282760620117,SYCL-dpcp
