,host,events,duration,implementation
0,faraday,1000000,0.22998285293579102,SYCL-dpcp
0,faraday,1000000,0.2149803638458252,SYCL-dpcp
0,faraday,1000000,0.2051103115081787,SYCL-dpcp
0,faraday,1000000,0.21358728408813477,SYCL-dpcp
0,faraday,1000000,0.2099013328552246,SYCL-dpcp
0,faraday,1000000,0.19856953620910645,SYCL-dpcp
0,faraday,1000000,0.20472025871276855,SYCL-dpcp
0,faraday,1000000,0.20641469955444336,SYCL-dpcp
0,faraday,1000000,0.20238637924194336,SYCL-dpcp
0,faraday,1000000,0.20650553703308105,SYCL-dpcp
0,faraday,1000000,0.19846034049987793,SYCL-dpcp
0,faraday,1000000,0.19910097122192383,SYCL-dpcp
0,faraday,1000000,0.20711135864257812,SYCL-dpcp
0,faraday,1000000,0.20375609397888184,SYCL-dpcp
0,faraday,1000000,0.28400492668151855,SYCL-dpcp
0,faraday,1000000,0.19302868843078613,SYCL-dpcp
0,faraday,1000000,0.1966252326965332,SYCL-dpcp
0,faraday,1000000,0.2955012321472168,SYCL-dpcp
0,faraday,1000000,0.20687150955200195,SYCL-dpcp
0,faraday,1000000,0.29589080810546875,SYCL-dpcp
0,faraday,1000000,0.19027471542358398,SYCL-dpcp
0,faraday,1000000,0.11644363403320312,SYCL-dpcp
0,faraday,1000000,0.1803724765777588,SYCL-dpcp
0,faraday,1000000,0.23975372314453125,SYCL-dpcp
0,faraday,1000000,0.15705466270446777,SYCL-dpcp
0,faraday,1000000,0.15735673904418945,SYCL-dpcp
0,faraday,1000000,0.15930533409118652,SYCL-dpcp
0,faraday,1000000,0.18633365631103516,SYCL-dpcp
0,faraday,1000000,0.18181824684143066,SYCL-dpcp
0,faraday,1000000,0.17026209831237793,SYCL-dpcp
0,faraday,1000000,0.17204523086547852,SYCL-dpcp
0,faraday,1000000,0.1714920997619629,SYCL-dpcp
0,faraday,1000000,0.17206954956054688,SYCL-dpcp
0,faraday,1000000,0.1625511646270752,SYCL-dpcp
0,faraday,1000000,0.1611626148223877,SYCL-dpcp
0,faraday,1000000,0.16383934020996094,SYCL-dpcp
0,faraday,1000000,0.20149016380310059,SYCL-dpcp
0,faraday,1000000,0.1775515079498291,SYCL-dpcp
0,faraday,1000000,0.1709156036376953,SYCL-dpcp
0,faraday,1000000,0.17735576629638672,SYCL-dpcp
0,faraday,1000000,0.25030946731567383,SYCL-dpcp
0,faraday,1000000,0.16577982902526855,SYCL-dpcp
0,faraday,1000000,0.16004467010498047,SYCL-dpcp
0,faraday,1000000,0.1588752269744873,SYCL-dpcp
0,faraday,1000000,0.16032648086547852,SYCL-dpcp
0,faraday,1000000,0.2337663173675537,SYCL-dpcp
0,faraday,1000000,0.17592358589172363,SYCL-dpcp
0,faraday,1000000,0.17660903930664062,SYCL-dpcp
0,faraday,1000000,0.1753394603729248,SYCL-dpcp
0,faraday,1000000,0.17874670028686523,SYCL-dpcp
