,host,events,duration,implementation
0,milan0,1000000,0.24260377883911133,SYCL-dpcp
0,milan0,1000000,0.2359910011291504,SYCL-dpcp
0,milan0,1000000,0.23537898063659668,SYCL-dpcp
0,milan0,1000000,0.23642587661743164,SYCL-dpcp
0,milan0,1000000,0.23165202140808105,SYCL-dpcp
