,host,events,duration,implementation
0,aurora,1000000,0.14566397666931152,SYCL-dpcp
0,aurora,1000000,0.1429586410522461,SYCL-dpcp
0,aurora,1000000,0.13758277893066406,SYCL-dpcp
0,aurora,1000000,0.13729429244995117,SYCL-dpcp
0,aurora,1000000,0.13692831993103027,SYCL-dpcp
0,aurora,1000000,0.13706445693969727,SYCL-dpcp
0,aurora,1000000,0.13622093200683594,SYCL-dpcp
0,aurora,1000000,0.13820266723632812,SYCL-dpcp
0,aurora,1000000,0.13617229461669922,SYCL-dpcp
0,aurora,1000000,0.1358792781829834,SYCL-dpcp
