,host,events,duration,implementation
0,milan0,16000000,2.6338181495666504,OpenMP
0,milan0,16000000,2.6027908325195312,OpenMP
0,milan0,16000000,2.6016154289245605,OpenMP
0,milan0,16000000,2.598569631576538,OpenMP
0,milan0,16000000,2.601964235305786,OpenMP
