,host,events,duration,implementation
0,milan0,16000000,4.6117260456085205,C++
0,milan0,16000000,4.63935112953186,C++
0,milan0,16000000,4.4453535079956055,C++
0,milan0,16000000,4.393840551376343,C++
0,milan0,16000000,4.533946514129639,C++
