,host,events,duration,implementation
0,milan0,32000000,7.814810276031494,SYCL-acpp
0,milan0,32000000,7.789943695068359,SYCL-acpp
0,milan0,32000000,7.873759746551514,SYCL-acpp
0,milan0,32000000,7.784904479980469,SYCL-acpp
0,milan0,32000000,7.773076772689819,SYCL-acpp
